,ENSG00000242268.2,ENSG00000259041.1,ENSG00000270112.3,ENSG00000167578.16,ENSG00000078237.5,ENSG00000269416.5,ENSG00000146083.11,ENSG00000158486.13,ENSG00000273639.4,ENSG00000198242.13,ENSG00000231981.3,ENSG00000269475.2,ENSG00000134108.12,ENSG00000261030.1,ENSG00000172137.18,ENSG00000276644.4,ENSG00000240423.1,ENSG00000271616.1,ENSG00000234881.1,ENSG00000236040.1,ENSG00000231105.1,ENSG00000094963.13,ENSG00000182141.9,ENSG00000280143.1,ENSG00000251334.2,ENSG00000231112.1,ENSG00000258610.1,ENSG00000264981.1,ENSG00000275265.1,ENSG00000185105.4,ENSG00000233540.1,ENSG00000102174.8,ENSG00000166391.14,ENSG00000232001.1,ENSG00000270469.1,ENSG00000234253.1,ENSG00000070087.13,ENSG00000262950.1,ENSG00000255420.1,ENSG00000280038.1,ENSG00000153561.12,ENSG00000251538.5,ENSG00000269148.1,ENSG00000253438.2,ENSG00000235411.1,ENSG00000179262.9,ENSG00000278099.1,ENSG00000104833.10,ENSG00000166368.2,ENSG00000206072.12,ENSG00000006695.10,ENSG00000258630.1,ENSG00000187513.8,ENSG00000225269.2,ENSG00000214062.5,ENSG00000095587.8,ENSG00000167700.8,ENSG00000274219.1,ENSG00000254102.1,ENSG00000265096.1,ENSG00000064601.16,ENSG00000227766.1,ENSG00000008517.16,ENSG00000261475.2,ENSG00000229637.3,ENSG00000266644.1,ENSG00000227896.2,ENSG00000214541.3,ENSG00000070081.15,ENSG00000166634.6,ENSG00000275479.1,ENSG00000112309.10,ENSG00000261789.1,ENSG00000254092.1,ENSG00000158480.10,ENSG00000197421.9,ENSG00000280171.1,ENSG00000260900.1,ENSG00000266579.1,ENSG00000278732.1,ENSG00000196167.9,ENSG00000264438.2,ENSG00000254131.1,ENSG00000118972.1,ENSG00000264104.1,ENSG00000179833.4,ENSG00000165312.6,ENSG00000159618.15,ENSG00000064225.12,ENSG00000250571.6,ENSG00000057294.13,ENSG00000226530.1,ENSG00000134709.10,ENSG00000166007.11,ENSG00000171861.10,ENSG00000278923.1,ENSG00000167768.4,ENSG00000273637.1,ENSG00000280159.1,ENSG00000232216.1
TCGA-R6-A8WC-01,-9.9658,-9.9658,-6.5064,3.8581,3.0056,-2.6349,5.4343,0.1648,-9.9658,10.8633,-3.1714,-9.9658,5.9914,-9.9658,1.4547,3.8451,-5.5735,-9.9658,-3.0469,-9.9658,-2.5479,-1.7809,2.3677,0.8488,-9.9658,-9.9658,2.0183,-9.9658,-3.816,-3.3076,-9.9658,-2.3147,0.7233,-9.9658,-4.035,-9.9658,4.5091,-9.9658,-9.9658,-1.9942,5.1623,-9.9658,0.058,-3.816,-2.9324,7.5171,-9.9658,-3.1714,-9.9658,-9.9658,3.8827,-2.2447,1.1833,-3.0469,-2.4659,-1.9942,4.5528,-9.9658,-6.5064,0.4016,6.7249,2.004,7.9477,-9.9658,3.0393,0.044,-0.5973,-0.7108,4.6949,-9.9658,-0.5125,-1.3921,-9.9658,-9.9658,4.4667,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,2.4883,-9.9658,-1.3921,-1.2828,-9.9658,3.4583,2.3251,2.909,0.0854,3.8491,6.8933,-9.9658,5.0841,-9.9658,3.5073,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658
GTEX-P44H-0526-SM-2XCF1,-4.035,-9.9658,-6.5064,5.6801,1.8762,-9.9658,4.8141,-5.5735,-9.9658,10.1596,-9.9658,-2.5479,5.7271,-9.9658,1.1706,1.3956,-9.9658,-9.9658,-9.9658,-9.9658,-1.1811,5.4476,4.0722,5.5726,-9.9658,-9.9658,2.6418,-9.9658,-9.9658,-4.6082,-9.9658,-1.6394,-3.6259,-9.9658,-9.9658,-9.9658,5.9908,-9.9658,-3.458,0.434,4.5098,-3.816,-1.7809,-2.9324,-3.3076,6.5072,-9.9658,5.5438,-9.9658,-9.9658,2.3077,-3.3076,5.0072,-5.5735,-1.9942,-0.2671,2.1013,-9.9658,-2.1779,-1.8836,6.7412,-0.1187,2.8681,-9.9658,-9.9658,-3.3076,1.2934,-2.3884,5.2862,-9.9658,-9.9658,1.1897,-9.9658,-9.9658,2.5313,-4.035,-6.5064,-9.9658,-9.9658,-9.9658,1.6875,-9.9658,-1.4699,-9.9658,-9.9658,4.1002,4.1119,-2.4659,3.8411,3.7699,4.9294,-9.9658,-0.9971,-9.9658,3.1556,-9.9658,2.1541,-9.9658,-3.816,-9.9658
TCGA-B6-A402-01,-9.9658,-9.9658,-9.9658,4.1252,1.6234,-1.7322,5.018,-2.8262,-9.9658,9.8935,-9.9658,-9.9658,4.8929,-9.9658,2.9729,-3.6259,-5.5735,-9.9658,-9.9658,-5.0116,-3.816,6.0603,1.642,2.1606,-9.9658,-9.9658,2.3871,-9.9658,-9.9658,-2.7274,-1.7322,-3.6259,3.1523,-9.9658,-5.0116,-4.6082,6.7148,-4.6082,-9.9658,-1.6394,4.3653,-3.1714,-2.8262,-3.1714,-2.2447,6.8485,-9.9658,-0.1828,-9.9658,-9.9658,3.1045,-5.0116,1.9786,-6.5064,-9.9658,-5.5735,4.9491,-9.9658,-9.9658,-9.9658,6.1069,0.7916,6.1683,-9.9658,-9.9658,-9.9658,-0.6643,-9.9658,5.5395,-4.035,0.605,-2.2447,-9.9658,-9.9658,2.5731,-0.394,-4.6082,-9.9658,-9.9658,-2.1779,-1.5951,-9.9658,-1.8836,-9.9658,-9.9658,3.6335,2.0912,-4.035,3.2602,5.9928,2.872,-9.9658,3.3076,-9.9658,3.2096,-9.9658,-5.5735,-9.9658,-4.6082,1.6045
TCGA-DX-A3U8-01,-9.9658,-9.9658,-9.9658,5.4916,3.4817,-3.458,3.9089,-4.2934,-9.9658,9.7969,-9.9658,-9.9658,5.8222,-4.6082,-1.1172,-0.9132,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-2.1779,1.0779,3.5009,-9.9658,-9.9658,3.5633,-9.9658,-9.9658,-9.9658,-9.9658,-1.685,-9.9658,-9.9658,-9.9658,-9.9658,6.8628,-9.9658,-9.9658,-6.5064,2.9581,-9.9658,-3.1714,-5.0116,-5.0116,6.6768,-9.9658,-3.458,-9.9658,-9.9658,2.1766,-9.9658,3.831,-3.816,-9.9658,-2.4659,4.421,-9.9658,-9.9658,-4.6082,8.1505,4.2533,8.6108,-9.9658,-3.3076,-9.9658,-1.5522,-9.9658,7.358,-9.9658,2.2019,-2.9324,-9.9658,-9.9658,2.0569,-2.3147,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,3.4687,3.7367,0.2154,3.9755,3.3464,-2.114,-9.9658,-2.5479,-9.9658,3.4648,-9.9658,-9.9658,-9.9658,-4.2934,-0.8599
TCGA-GL-8500-01,-0.6873,-9.9658,-9.9658,4.5142,2.3564,-6.5064,4.5868,-1.9379,-9.9658,9.266,-9.9658,-9.9658,5.4192,-9.9658,-1.4699,-4.2934,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,1.6604,0.2881,-1.7322,-9.9658,-9.9658,0.1519,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,-9.9658,-9.9658,-9.9658,-9.9658,6.3029,-9.9658,-9.9658,-3.3076,2.8877,-9.9658,-3.816,-4.035,-9.9658,6.7537,-9.9658,5.0648,-9.9658,-9.9658,3.2541,-9.9658,0.8408,-9.9658,-4.6082,0.6332,5.2806,-9.9658,-9.9658,1.7532,6.9896,3.0358,11.7325,-9.9658,0.0158,-3.0469,-0.7588,-9.9658,5.7412,-9.9658,0.6145,-3.6259,-9.9658,-9.9658,2.8034,-0.3201,-9.9658,-9.9658,-9.9658,-9.9658,2.4779,-9.9658,-9.9658,-9.9658,-9.9658,3.0199,3.3235,-1.7809,0.0854,3.4609,1.8201,-3.1714,2.7444,-9.9658,3.8075,-9.9658,-1.8836,-9.9658,-6.5064,-9.9658
TCGA-D5-6929-01,-9.9658,-9.9658,-9.9658,5.0786,3.3856,1.5064,4.5072,0.7916,-9.9658,10.8721,-9.9658,-9.9658,4.5243,-9.9658,1.2455,2.909,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-3.6259,1.5165,2.3048,-9.9658,-9.9658,0.605,-9.9658,-3.1714,0.1124,-9.9658,-0.4921,2.4225,-9.9658,-9.9658,-9.9658,3.5047,-9.9658,-9.9658,-5.0116,4.3597,-9.9658,-2.0529,-5.0116,-5.0116,6.755,-9.9658,-3.6259,-9.9658,-9.9658,3.0825,-5.5735,2.1476,-9.9658,-9.9658,-1.8314,4.9346,-9.9658,-6.5064,0.547,7.4457,-0.2159,9.7976,-9.9658,2.9071,-2.7274,-3.0469,-9.9658,5.2204,-9.9658,2.2482,-2.2447,-9.9658,-9.9658,3.3235,-2.2447,-6.5064,-9.9658,-9.9658,-9.9658,-0.5543,-9.9658,-9.9658,-1.5951,-9.9658,2.3788,1.7009,1.595,0.9935,2.6418,4.2396,-9.9658,3.2158,-9.9658,3.5608,-9.9658,-3.816,-5.0116,-4.6082,4.4476
GTEX-11ONC-2326-SM-5HL6P,-0.8599,-9.9658,-9.9658,5.8286,1.5854,-4.2934,5.0313,-6.5064,-9.9658,10.4915,-3.1714,-9.9658,5.0471,-9.9658,2.0673,0.3346,-4.2934,-9.9658,-9.9658,-9.9658,-1.4305,4.8172,2.2019,5.2292,-9.9658,-9.9658,2.8055,-9.9658,-9.9658,-5.0116,-9.9658,-6.5064,-5.0116,-9.9658,-9.9658,-9.9658,5.4614,-9.9658,-9.9658,-0.4325,3.3549,-9.9658,-0.7346,-5.0116,-9.9658,6.3971,-9.9658,4.597,-9.9658,-9.9658,2.0673,-4.6082,5.4996,-9.9658,-3.1714,1.0779,3.0961,-9.9658,-1.4699,-9.9658,6.535,2.6693,6.1649,-9.9658,-9.9658,-1.6394,-0.0425,-9.9658,4.8997,-4.2934,-9.9658,0.2029,-4.6082,-9.9658,2.5213,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,2.128,-9.9658,-9.9658,-9.9658,-9.9658,4.1946,3.8126,-1.5105,3.7039,4.38,3.5249,-2.7274,-2.2447,-9.9658,2.9857,-9.9658,2.1213,-4.035,-2.1779,-9.9658
GTEX-TSE9-0126-SM-3DB83,-9.9658,-9.9658,-5.5735,3.9929,1.6045,-3.816,5.4159,0.3907,-9.9658,10.5698,-9.9658,-9.9658,6.4466,-9.9658,0.0854,-0.1993,-9.9658,-9.9658,-9.9658,-9.9658,-1.1172,3.3032,0.1903,2.9186,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-3.6259,-3.1714,-9.9658,-9.9658,-9.9658,4.0064,-9.9658,-9.9658,-1.4699,4.149,-9.9658,0.4761,-2.6349,-9.9658,6.4305,-9.9658,1.8363,-9.9658,-9.9658,2.651,-9.9658,3.2526,-4.035,-2.3884,-4.035,3.1145,-9.9658,-9.9658,-0.9406,6.6531,0.5568,3.6691,-9.9658,-0.3201,-2.8262,0.517,-0.0574,4.6399,4.1094,2.8117,0.6425,-2.9324,-9.9658,1.6604,2.0844,-3.3076,-9.9658,-9.9658,-9.9658,-2.3884,-9.9658,-9.9658,-9.9658,-9.9658,4.2442,4.8069,-2.3147,4.0627,4.4739,3.1179,-9.9658,4.429,-9.9658,3.8279,-9.9658,13.6792,-9.9658,-2.9324,-9.9658
GTEX-R55F-0226-SM-48FCI,-2.8262,-9.9658,-5.5735,6.2578,1.9931,-9.9658,5.4819,-2.2447,-9.9658,10.3586,-9.9658,-3.458,5.064,-9.9658,0.5666,1.3623,-9.9658,-9.9658,-9.9658,-9.9658,-1.2142,5.1611,3.4635,5.0304,-9.9658,-9.9658,3.6359,-9.9658,-9.9658,-9.9658,-1.5522,-6.5064,-4.6082,-9.9658,-3.1714,-9.9658,5.2593,-9.9658,-9.9658,0.9493,3.7898,-2.7274,0.1388,-3.0469,-9.9658,6.6356,-9.9658,3.6589,-9.9658,-9.9658,2.4623,-9.9658,6.4484,-9.9658,-9.9658,1.614,3.5237,-9.9658,-2.0529,-1.4699,6.9869,1.9111,5.8453,-9.9658,-9.9658,-9.9658,0.8726,-9.9658,5.1788,-9.9658,3.1045,0.8408,-9.9658,-9.9658,2.4985,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,1.1833,-9.9658,-9.9658,-9.9658,-9.9658,4.1302,4.1194,-2.114,3.186,4.8655,3.9204,-0.9132,-1.685,-9.9658,3.4804,-9.9658,-0.4325,-9.9658,-1.5522,-9.9658
TCGA-EJ-7125-01,-9.9658,-9.9658,-6.5064,5.3162,2.1013,-9.9658,4.2743,-5.0116,-0.4325,10.9469,-9.9658,-9.9658,5.4608,-9.9658,-0.7588,2.6783,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-1.0559,2.05,4.0162,-9.9658,-9.9658,1.0079,-9.9658,-9.9658,-3.3076,-3.0469,-4.2934,0.8726,-9.9658,-9.9658,-9.9658,6.377,-9.9658,-9.9658,-4.035,4.3896,-9.9658,-9.9658,0.8805,-5.0116,6.7225,-9.9658,-0.9971,-9.9658,-9.9658,2.8622,-3.6259,2.4439,-9.9658,-3.458,0.4967,5.8575,-9.9658,-4.6082,-2.9324,6.3789,-2.4659,4.5021,-9.9658,5.594,-3.816,-2.9324,-9.9658,5.2736,-9.9658,0.8568,-2.8262,-9.9658,-9.9658,3.5584,-1.4699,-9.9658,-9.9658,-1.685,-9.9658,1.3791,-9.9658,-3.1714,-9.9658,-9.9658,3.1458,2.7615,-3.458,2.8117,3.2944,3.5073,-2.9324,3.6928,-9.9658,3.6101,-9.9658,-1.685,-9.9658,-9.9658,-1.2828
GTEX-13O3P-0226-SM-5KM3Z,-1.7809,-9.9658,-6.5064,5.2083,2.1013,-9.9658,4.7415,-9.9658,-9.9658,10.0614,-9.9658,-9.9658,5.1922,-9.9658,6.6231,0.7999,-9.9658,-9.9658,-9.9658,-9.9658,-2.2447,5.9155,1.5064,4.84,-9.9658,-9.9658,2.5388,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-3.458,-9.9658,-3.6259,-9.9658,4.8704,-9.9658,-9.9658,-0.8863,3.3731,-9.9658,-0.9406,-4.2934,-9.9658,6.7858,-9.9658,-0.4325,-9.9658,-9.9658,2.4934,-9.9658,6.9786,-9.9658,-9.9658,-4.035,3.3869,-9.9658,-3.6259,1.177,6.527,0.4447,6.1479,-9.9658,0.1124,-1.2481,-0.5973,-9.9658,4.7247,-9.9658,-9.9658,0.547,-9.9658,-9.9658,1.6234,-1.6394,-9.9658,-9.9658,-9.9658,-9.9658,-0.8599,-9.9658,-9.9658,-9.9658,-9.9658,3.1637,3.2647,-3.816,2.9747,4.2142,3.4933,-9.9658,-3.458,-9.9658,3.2587,-9.9658,1.6964,-9.9658,-2.114,-9.9658
TCGA-L5-A4OH-01,-9.9658,-9.9658,-4.6082,5.1235,2.3732,3.5124,6.1528,3.1327,-9.9658,10.9658,-4.035,-2.9324,5.2888,-9.9658,-0.7346,3.0127,-5.5735,-9.9658,-9.9658,-9.9658,-0.7108,0.4016,2.1862,2.5487,-9.9658,-9.9658,2.0465,-9.9658,-1.8836,-3.1714,-3.816,-3.0469,3.5621,-9.9658,-2.4659,-9.9658,5.4266,-9.9658,-9.9658,-3.458,4.5922,-9.9658,1.3051,-1.5951,-2.9324,7.4525,-9.9658,-0.3566,-4.6082,-9.9658,3.2752,-9.9658,1.8643,-5.0116,-2.7274,-2.1779,2.8562,-9.9658,-6.5064,-0.6416,9.5478,4.9842,9.3613,-9.9658,-0.2159,-0.8863,-1.0262,-1.6394,5.9823,-4.2934,0.0158,-1.2481,-9.9658,-9.9658,6.3599,-9.9658,-9.9658,-9.9658,-9.9658,-2.0529,2.6348,-9.9658,0.7916,-9.9658,-9.9658,3.8964,3.1813,1.1833,-0.9971,4.0207,5.4138,-9.9658,4.8064,-9.9658,3.417,-9.9658,-4.2934,-9.9658,-5.5735,-9.9658
GTEX-VJYA-0005-SM-3P5ZD,-9.9658,-9.9658,-9.9658,5.1194,-0.1187,-9.9658,3.5324,-9.9658,-9.9658,7.7185,-9.9658,-9.9658,1.8564,-5.5735,-4.6082,-2.0529,-9.9658,-9.9658,-9.9658,-9.9658,-1.7809,-4.2934,-2.2447,0.2029,-9.9658,-9.9658,1.0642,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-1.8836,-9.9658,-9.9658,-6.5064,1.2455,-9.9658,-2.8262,-6.5064,-6.5064,4.2578,-9.9658,-2.2447,-9.9658,-9.9658,-0.8084,-9.9658,-2.4659,-9.9658,-9.9658,-9.9658,1.0711,-9.9658,-9.9658,-9.9658,6.1703,2.6715,7.2521,-9.9658,-9.9658,-9.9658,-4.6082,-4.035,0.6969,-9.9658,0.7916,-5.5735,-9.9658,-9.9658,0.5763,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-0.013,-0.7108,0.1648,-0.5543,2.874,-2.9324,-2.9324,-6.5064,-9.9658,0.1648,-9.9658,1.6093,-9.9658,-5.0116,-3.0469
TCGA-AX-A3G6-01,-9.9658,-9.9658,-9.9658,5.615,1.0847,2.7029,4.7945,-1.5951,-9.9658,9.9046,-9.9658,-9.9658,5.0627,-9.9658,-0.8339,-1.5105,-3.458,-9.9658,-9.9658,-9.9658,-2.2447,-3.1714,1.3167,-0.2328,-9.9658,-9.9658,2.874,-9.9658,-9.9658,-3.458,-9.9658,0.679,-1.2828,-9.9658,-2.6349,-9.9658,5.8689,-9.9658,-9.9658,-2.8262,3.6872,-9.9658,-2.1779,-2.9324,-9.9658,8.0653,-9.9658,-6.5064,-9.9658,-5.5735,2.9948,-9.9658,1.2209,-9.9658,-9.9658,-1.0262,4.7866,-9.9658,-9.9658,-9.9658,7.5503,1.7828,9.3391,-9.9658,-3.6259,-9.9658,-2.5479,-9.9658,5.1252,-9.9658,-9.9658,-2.5479,-9.9658,-9.9658,2.4675,-3.816,-3.3076,-9.9658,-9.9658,-9.9658,2.7594,-9.9658,-9.9658,-6.5064,-9.9658,4.0064,1.4174,-1.7322,1.6187,4.347,2.667,-9.9658,2.3704,-9.9658,4.0445,-9.9658,-5.5735,-9.9658,-3.458,0.3573
GTEX-PWCY-1326-SM-48TCU,-9.9658,-9.9658,-1.9942,4.3979,0.0718,-1.2828,5.764,-2.6349,-9.9658,11.3907,-9.9658,-9.9658,5.1547,-9.9658,3.7345,-0.5125,-4.2934,-9.9658,-9.9658,-9.9658,-1.7809,2.1541,2.7572,3.3032,-9.9658,-9.9658,3.4881,-9.9658,-9.9658,-9.9658,-9.9658,3.0481,-9.9658,-9.9658,-3.458,-9.9658,5.9115,-9.9658,-9.9658,0.03,3.091,-9.9658,-0.7834,-4.035,-9.9658,6.2871,-9.9658,1.9931,-9.9658,-5.0116,2.2206,-9.9658,3.3549,-3.816,-3.3076,0.5069,3.0358,-9.9658,-4.2934,-9.9658,6.9522,0.5666,3.6961,-9.9658,-9.9658,-0.7346,-0.1031,-9.9658,5.464,-9.9658,3.4411,-0.5332,-9.9658,-1.9942,2.3251,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,0.0158,-9.9658,-9.9658,-9.9658,-9.9658,3.1717,3.4907,-4.2934,1.0151,4.4216,3.6691,-1.8314,-0.8599,-9.9658,3.3032,-9.9658,-0.0425,-9.9658,-1.5522,-9.9658
GTEX-POMQ-0006-SM-5SI7D,-9.9658,-9.9658,-9.9658,4.4476,0.9343,-9.9658,3.7688,-5.5735,-9.9658,7.1487,-9.9658,-9.9658,2.9338,-5.5735,-3.458,-0.4719,-9.9658,-9.9658,-9.9658,-9.9658,-2.114,-9.9658,-0.7834,-0.7346,-9.9658,-9.9658,-0.4131,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-1.2828,-9.9658,-9.9658,-6.5064,3.3435,-9.9658,-2.7274,-6.5064,-9.9658,4.9251,-9.9658,-1.2142,-9.9658,-9.9658,-0.5125,-9.9658,-4.035,-9.9658,-4.035,-9.9658,0.0854,-9.9658,-9.9658,-9.9658,5.8063,1.2516,6.0711,-9.9658,-9.9658,-3.458,-4.2934,-3.6259,2.0979,-9.9658,-0.3201,-4.035,-9.9658,-9.9658,0.4016,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,0.605,1.595,-0.5756,1.9302,1.8524,-3.0469,-4.6082,-2.7274,-6.5064,0.3796,-9.9658,4.6224,-9.9658,-4.2934,-3.816
TCGA-B9-A8YH-01,-0.8599,-9.9658,-9.9658,4.7329,2.233,-2.7274,5.1433,-0.8599,-9.9658,9.9104,-9.9658,-9.9658,5.8924,-9.9658,0.2881,-2.8262,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,3.2811,1.8282,-0.0725,-9.9658,-9.9658,2.6441,-9.9658,-2.8262,-4.6082,-9.9658,-2.6349,-3.816,-9.9658,-9.9658,-9.9658,6.0188,-9.9658,-9.9658,-1.5522,2.9929,-9.9658,-1.8836,-3.1714,-4.6082,6.607,-9.9658,3.1813,-4.035,-9.9658,4.0532,-4.2934,1.2815,-6.5064,-2.8262,-1.8314,4.5988,-9.9658,-5.5735,-0.3383,8.5813,1.2696,9.6158,-9.9658,-9.9658,-0.4719,-0.2498,-9.9658,5.3205,-9.9658,2.971,-1.7322,-9.9658,-9.9658,3.2374,0.4447,-5.0116,-9.9658,-9.9658,-9.9658,2.3788,-9.9658,-3.6259,-9.9658,-9.9658,3.3759,3.6184,0.2522,2.59,4.4223,2.5338,-3.3076,4.4156,-9.9658,4.4324,-9.9658,0.8647,-6.5064,-5.0116,-3.6259
GTEX-Y9LG-0426-SM-4VBRT,-9.9658,-9.9658,-3.6259,5.8468,1.0915,-9.9658,5.5494,-3.816,-9.9658,10.1055,-9.9658,-9.9658,5.5823,-9.9658,-2.1779,-2.114,-5.0116,-9.9658,-9.9658,-9.9658,-2.3147,4.3002,2.362,3.5047,-9.9658,-9.9658,2.1345,-9.9658,-9.9658,-5.0116,-9.9658,2.0254,-4.6082,-9.9658,-4.035,-9.9658,5.9552,-9.9658,-9.9658,-0.4131,2.6371,-9.9658,-0.1828,-2.6349,-4.6082,6.3447,-9.9658,-2.3147,-9.9658,-9.9658,2.4934,-4.2934,3.835,-9.9658,-2.8262,-1.9942,4.4848,-9.9658,-9.9658,-1.7809,6.6284,3.027,5.8807,-9.9658,-9.9658,-0.7346,0.547,-9.9658,5.2265,-9.9658,2.8522,0.4761,-9.9658,-9.9658,3.3017,5.4826,-9.9658,-9.9658,-9.9658,-9.9658,1.5366,-9.9658,-2.5479,-9.9658,-9.9658,2.3953,3.5791,-0.9406,2.3337,4.248,-1.5951,-9.9658,3.345,-9.9658,3.4291,-9.9658,1.7273,-9.9658,-3.6259,-9.9658
TCGA-E1-A7YI-01,-0.4521,-9.9658,-0.7346,5.7632,4.2266,3.0927,5.5104,-9.9658,-9.9658,9.9791,-9.9658,-4.6082,5.2653,-9.9658,-0.8339,0.6699,-3.6259,-9.9658,-9.9658,-9.9658,-4.035,-1.2828,4.0454,1.0222,-9.9658,-9.9658,4.0348,-9.9658,-3.3076,-0.5756,-1.4699,1.0983,-9.9658,-9.9658,-4.6082,-9.9658,7.8942,-9.9658,-9.9658,-1.8314,4.3965,-9.9658,-0.8084,-4.2934,-3.0469,7.4677,-9.9658,6.9937,-9.9658,-9.9658,2.826,-9.9658,2.7336,-9.9658,-3.3076,0.2029,3.5875,-9.9658,-6.5064,-9.9658,6.2056,1.674,4.0619,-9.9658,-9.9658,-0.3383,-0.5756,-9.9658,3.8561,-9.9658,2.5948,1.4281,-9.9658,-2.1779,3.3364,-5.0116,-4.6082,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-3.1714,-9.9658,-9.9658,4.5211,2.3704,-5.0116,4.1506,3.3076,-3.3076,0.6145,-2.1779,-1.9942,4.1587,-9.9658,-3.816,-9.9658,-4.035,-9.9658
TCGA-PC-A5DM-01,-9.9658,-9.9658,-9.9658,4.5311,0.4761,-9.9658,2.8779,-9.9658,-9.9658,10.9115,-9.9658,-1.3548,6.0685,-2.114,1.4174,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-5.0116,-0.3022,2.8661,-9.9658,-9.9658,2.3898,-9.9658,-9.9658,-5.5735,-9.9658,-2.114,-9.9658,-9.9658,-9.9658,-9.9658,6.1437,-9.9658,-9.9658,-3.458,2.9507,-9.9658,-2.7274,-1.3548,-9.9658,6.8304,-9.9658,-3.0469,-9.9658,-9.9658,3.7888,-9.9658,3.0428,-2.2447,-9.9658,-4.2934,1.816,-9.9658,-9.9658,-3.1714,6.7078,1.2209,5.5383,-9.9658,-9.9658,-9.9658,-2.5479,-9.9658,6.7112,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,2.0742,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.1993,-9.9658,-9.9658,-9.9658,-9.9658,3.9118,3.9204,-3.816,1.6093,2.7931,-5.5735,-9.9658,-5.5735,-9.9658,4.4304,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658
TCGA-BR-A4QL-01,-9.9658,-9.9658,-6.5064,2.7444,0.6969,2.945,3.8461,-1.4305,-9.9658,10.1818,-5.0116,-9.9658,3.7072,-4.6082,-4.6082,0.3115,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-1.1811,0.5955,0.8883,-9.9658,-9.9658,1.177,-9.9658,-9.9658,-2.9324,-9.9658,-6.5064,5.2634,-9.9658,-4.6082,-9.9658,1.7532,-9.9658,-9.9658,-4.035,2.561,-9.9658,-3.6259,-5.0116,-9.9658,6.0025,-9.9658,-4.2934,-9.9658,-9.9658,2.8602,-4.6082,-0.5973,-6.5064,-5.5735,-1.1488,2.9525,-9.9658,-6.5064,-2.2447,5.7522,2.0638,9.1043,-9.9658,1.8323,-0.8339,-2.8262,-1.6394,4.6888,-9.9658,-9.9658,-3.1714,-9.9658,-9.9658,2.0289,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,1.1577,-9.9658,-3.816,-1.5522,-9.9658,0.6332,1.4281,-2.5479,-0.9971,3.6532,5.3013,-9.9658,1.6785,-9.9658,3.2435,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658
GTEX-147F4-1226-SM-5NQAY,-9.9658,-9.9658,-2.0529,2.2206,-0.6873,-6.5064,1.8282,-3.0469,-9.9658,6.8465,-9.9658,-9.9658,1.7053,-9.9658,-9.9658,-1.9942,-9.9658,-9.9658,-4.6082,-9.9658,-4.035,2.8055,-1.3183,1.8996,-9.9658,-9.9658,1.2576,-9.9658,-9.9658,-1.9379,-9.9658,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,1.7744,-9.9658,-9.9658,-4.2934,0.7407,-9.9658,-4.035,-9.9658,-9.9658,3.5187,-9.9658,-5.5735,-9.9658,-9.9658,1.3109,-9.9658,2.299,-6.5064,-9.9658,0.1519,2.2931,-9.9658,-4.2934,-1.7809,3.38,-1.6394,5.3944,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,2.5036,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-0.3022,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-1.9379,-9.9658,-0.1031,2.96,-9.9658,1.0847,1.9712,2.7401,-9.9658,-3.3076,-9.9658,0.9862,-9.9658,-1.7322,-9.9658,-5.0116,-9.9658
